Title,Date,Category,Link
Nine Individuals Indicted In $28 Million Illegal Opioid Distribution Conspiracy Three Doctors and A Clinic Owner Among Those Indicted,"September 20, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-individuals-indicted-in-28-million-illegal-opioid-distribution-conspiracy-three-doctors-and-a-clinic-owner-among-those-indicted/
Tallahassee Woman Arrested for Defrauding Medicaid Program,"September 20, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/tallahassee-woman-arrested-for-defrauding-medicaid-program/
"Medical Device Distributor To Pay $1,019,000 To Resolve False Claims Act Liability Arising From Billing Of “P-Stim” Devices","September 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-distributor-to-pay-1019000-to-resolve-false-claims-act-liability-arising-from-billing-of-p-stim-devices/
Philadelphia Woman Sentenced To 20 Months In Prison For Conspiring To Defraud Medicaid,"September 19, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/philadelphia-woman-sentenced-to-20-months-in-prison-for-conspiring-to-defraud-medicaid/
"Maryland Man Sentenced For Selling Fraudulent Nursing Diplomas, Transcripts And Nursing Licenses","September 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-selling-fraudulent-nursing-diplomas-transcripts-and-nursing-licenses/
Doctor Charged In $32.7M Medicare Fraud Scheme,"September 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-charged-in-327m-medicare-fraud-scheme/
Oak Street Health Agrees To Pay $60M To Resolve Alleged False Claims Act Liability For Paying Kickbacks To Insurance Agents In Medicare Advantage Patient Recruitment Scheme,"September 18, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oak-street-health-agrees-to-pay-60m-to-resolve-alleged-false-claims-act-liability-for-paying-kickbacks-to-insurance-agents-in-medicare-advantage-patient-recruitment-scheme/
Attorney General Bonta Announces Indictment Of Southern California Healthcare Provider For Medi-Cal Fraud Of Nearly $60 Million,"September 18, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-indictment-of-southern-california-healthcare-provider-for-medi-cal-fraud-of-nearly-60-million/
Carr: Lawrenceville Man Indicted For Medicaid And Identity Fraud,"September 18, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-lawrenceville-man-indicted-for-medicaid-and-identity-fraud/
Managers Of Suburban Chicago Youth Counseling Center Sentenced To Prison For Defrauding Illinois Medicaid Out Of $2.5 Million,"September 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/managers-of-suburban-chicago-youth-counseling-center-sentenced-to-prison-for-defrauding-illinois-medicaid-out-of-25-million/
South Dakota Surgical Hospital And United Surgical Partners International Agree To Pay More Than $12.7 Million To Resolve Alleged False Claims Act Violations,"September 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-and-united-surgical-partners-international-agree-to-pay-more-than-127-million-to-resolve-alleged-false-claims-act-violations/
Doctor Pleads Guilty To Conspiracy To Illegally Using A Drug Enforcement Administration Registration Number Issued To Another,"September 17, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-conspiracy-to-illegally-using-a-drug-enforcement-administration-registration-number-issued-to-another/
East Lansing Caregiver Sentenced For Role In Freezing Death Of Elderly Woman,"September 17, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/east-lansing-caregiver-sentenced-for-role-in-freezing-death-of-elderly-woman/
South Dakota Surgical Hospital Agrees To Pay More Than $12.7M To Resolve Alleged False Claims Act Violations,"September 16, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-dakota-surgical-hospital-agrees-to-pay-more-than-127m-to-resolve-alleged-false-claims-act-violations/
"Dunes Surgical Hospital and USP Siouxland Agreed to Pay $267,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Free Office Space and Above Fair Market Value for Services","September 16, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dunes-surgical-hospital-and-usp-siouxland-agreed-to-pay-267000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-free-office-space-and-above-fair-market-value-for-services/
Attorney General Alan Wilson Announces Upstate Woman Charged With Fraud And Stealing From Vulnerable Adult,"September 16, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-woman-charged-with-fraud-and-stealing-from-vulnerable-adult/
Licensed Professional Counselor Indicted In $2 Million Health Care Fraud Scheme,"September 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/licensed-professional-counselor-indicted-in-2-million-health-care-fraud-scheme/
California Addiction Treatment Facility Operator Convicted Of Paying Nearly $2.9M In Illegal Kickbacks,"September 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-addiction-treatment-facility-operator-convicted-of-paying-nearly-29m-in-illegal-kickbacks/
Walgreens Agrees To Pay $106.8M To Resolve Allegations It Billed The Government For Prescriptions Never Dispensed,"September 13, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/walgreens-agrees-to-pay-1068m-to-resolve-allegations-it-billed-the-government-for-prescriptions-never-dispensed/
Sioux City Mental Health Counselor Arrested For Fraudulent Billing Insurance And Medicaid,"September 13, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/sioux-city-mental-health-counselor-arrested-for-fraudulent-billing-insurance-and-medicaid/
Geriatric Nursing Assistant Sentenced For Theft Involving Nursing Facility Resident’s Debit Card,"September 13, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/geriatric-nursing-assistant-sentenced-for-theft-involving-nursing-facility-residents-debit-card/
Final Medoc Defendant Sentenced In $4.4 Million Prescription Kickback Scheme,"September 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/final-medoc-defendant-sentenced-in-44-million-prescription-kickback-scheme/
Former Charleston Physician Pleads Guilty To Federal Opioid Crime,"September 12, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-charleston-physician-pleads-guilty-to-federal-opioid-crime/
Attorney General James Secures More Than $7.6 Million From Health Insurer For Using Banned Medicaid Provider,"September 12, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-76-million-from-health-insurer-for-using-banned-medicaid-provider/
United States Settles Claims Of Durable Medical Equipment Fraud Against Wilmington Physician,"September 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-claims-of-durable-medical-equipment-fraud-against-wilmington-physician/
"Man Pleads Guilty To Stealing More Than $68,000 From Medicaid And SNAP","September 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-stealing-more-than-68000-from-medicaid-and-snap/
"United States Files Suit Against Pain Institute Of Nashville, Michael Cox, Debbie Cox, And Related Entities","September 11, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-suit-against-pain-institute-of-nashville-michael-cox-debbie-cox-and-related-entities/
"Medical Center Health System and Medical Center Hospital, and MCH Professional Care, Agreed to Pay $518,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Services","September 11, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/medical-center-health-system-and-medical-center-hospital-and-mch-professional-care-agreed-to-pay-518000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-services/
Behavioral Health Care Company Executive Charged With Health Care Fraud,"September 10, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-health-care-company-executive-charged-with-health-care-fraud/
"Baylor College of Medicine Agreed to Pay $622,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying for Certain Technical Components of Services Related to Referrals by Certain Physicians and Physician Practices","September 10, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/baylor-college-of-medicine-agreed-to-pay-622000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-for-certain-technical-components-of-services-related-to-referrals-by-certain-physicians-and-physician-practices/
Marketer Of Durable Medical Equipment Admits Multimillion-Dollar Health Care Fraud Scheme,"September 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marketer-of-durable-medical-equipment-admits-multimillion-dollar-health-care-fraud-scheme/
"Medical Device Company To Pay $700,000 To Resolve False Claims Act Allegations Concerning Inflated Reimbursements From Medicare And Medicaid","September 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-company-to-pay-700000-to-resolve-false-claims-act-allegations-concerning-inflated-reimbursements-from-medicare-and-medicaid/
"Pharmacists Convicted Of $13M Medicare, Medicaid, And Private Insurer Fraud Scheme","September 6, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacists-convicted-of-13m-medicare-medicaid-and-private-insurer-fraud-scheme/
"The Rector and Visitors of the University of Virginia Agreed to Pay $66,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","September 6, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-rector-and-visitors-of-the-university-of-virginia-agreed-to-pay-66000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Home Health Care Company Operators Sentenced To Prison In $5.5 Million Kickback Scheme And Tax Evasion,"September 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-operators-sentenced-to-prison-in-55-million-kickback-scheme-and-tax-evasion/
Macon Resident Sentenced For Obstructing Justice In Civil Investigation,"September 5, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/macon-resident-sentenced-for-obstructing-justice-in-civil-investigation/
"Attorney General Moody Announces Arrest Of Owner Of Caregiving Company For More Than $20,000 In Medicaid Fraud","September 5, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-owner-of-caregiving-company-for-more-than-20000-in-medicaid-fraud/
Former Chief Operating Officer Of COVID-19 Testing Kit Company Sentenced To More Than Six Years In Federal Prison For Embezzling $1.85 Million,"September 4, 2024",COVID-19,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-covid-19-testing-kit-company-sentenced-to-more-than-six-years-in-federal-prison-for-embezzling-185-million/
Connecticut Dentist Pleads Guilty To Violating Federal Anti-Kickback Law,"September 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentist-pleads-guilty-to-violating-federal-anti-kickback-law/
Pharmaceutical Company Pays $25 Million To Resolve Alleged False Claims Act Liability For Price-Fixing Of Generic Drug,"September 4, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmaceutical-company-pays-25-million-to-resolve-alleged-false-claims-act-liability-for-price-fixing-of-generic-drug/
Attorney General Brown Announces Conviction of Washington County Care Provider Who Assaulted Vulnerable Adult,"September 4, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-brown-announces-conviction-of-washington-county-care-provider-who-assaulted-vulnerable-adult/
Four Defendants Plead Guilty To Defrauding Virginia Medicaid,"September 3, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-defendants-plead-guilty-to-defrauding-virginia-medicaid/
"Slidell Memorial Hospital Agreed to Pay Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","August 30, 2024",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/slidell-memorial-hospital-agreed-to-pay-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Dentist Who Stole Millions From Maryland Medicaid Now Sentenced For Violating Probation,"August 30, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-dentist-who-stole-millions-from-maryland-medicaid-now-sentenced-for-violating-probation/
West Hartford Woman Sentenced For Medicaid Fraud,"August 29, 2024",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/west-hartford-woman-sentenced-for-medicaid-fraud/
Connecticut Dentists Pay $1.7 Million To Settle False Claims Allegations,"August 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-dentists-pay-17-million-to-settle-false-claims-allegations/
Madison Man Pleads Guilty To Conspiracy To Defraud The United States,"August 28, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/madison-man-pleads-guilty-to-conspiracy-to-defraud-the-united-states/
U.S. Attorney Jesse Laslovich Announces $10.8 Million Civil Settlement With St. Peter’s Health Over False Claims Act Misconduct,"August 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-jesse-laslovich-announces-108-million-civil-settlement-with-st-peters-health-over-false-claims-act-misconduct/
Suffolk Services Provider Pleads Guilty To Health Care Fraud,"August 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-services-provider-pleads-guilty-to-healthcare-fraud/
"Oklahoma Medical Clinic, Owners, And Treating Physician Pay $246,000 To Settle Allegations Of Submitting False Medicare Claims For Medically Unnecessary Ultrasound Procedures","August 27, 2024",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/oklahoma-medical-clinic-owners-and-treating-physician-pay-246000-to-settle-allegations-of-submitting-false-medicare-claims-for-medically-unnecessary-ultrasound-procedures/
